Collect wood,Place table,Make wood pickaxe,Collect stone,Make stone pickaxe,Collect iron,Collect coal,Place furnace,Make iron pickaxe,Collect diamond
2.0,17.0,44.0,47.0,50.0,65.0,68.0,78.0,79.0,104.0
