Collect wood,Place table,Make wood pickaxe,Collect stone,Make stone pickaxe,Collect iron,Collect coal,Place furnace,Make iron pickaxe,Collect diamond
2.0,7.0,16.0,24.0,40.0,81.0,84.0,88.0,90.0,92.0
